hit point: Point3 { x: 0.015797174722681894, y: 0.08932038511670176, z: 0.0 } normal:Vec3 { x: 0.0, y: 0.0, z: 1.0 }
hit point: Point3 { x: 0.05901269308099231, y: -0.02657882803488132, z: 0.0 } planar_hitpt_vector:Vec3 { x: 2.059012693080992, y: 1.9734211719651187, z: 0.0 } alpha: 8.236050772323969
hit point: Point3 { x: 0.07576339166684569, y: -0.00756445885137289, z: 0.0 } planar_hitpt_vector:Vec3 { x: 2.075763391666846, y: 1.9924355411486272, z: 0.0 } alpha: 8.303053566667383
hit point: Point3 { x: 0.07576339166684569, y: -0.00756445885137289, z: 0.0 } planar_hitpt_vector:Vec3 { x: 2.075763391666846, y: 1.9924355411486272, z: 0.0 } alpha: 8.303053566667383
hit point: Point3 { x: -0.0398357487768477, y: -0.04896716523231888, z: 0.0 } planar_hitpt_vector:Vec3 { x: 1.9601642512231523, y: 1.951032834767681, z: 0.0 } alpha: 7.840657004892609
hit point: Point3 { x: -0.0398357487768477, y: -0.04896716523231888, z: 0.0 } planar_hitpt_vector:Vec3 { x: 1.9601642512231523, y: 1.951032834767681, z: 0.0 } alpha: 7.840657004892609
hit point: Point3 { x: -0.026248798131195628, y: -0.04463339421718793, z: 0.0 } planar_hitpt_vector:Vec3 { x: 1.9737512018688044, y: 1.955366605782812, z: 0.0 } alpha: 7.8950048074752175
hit point: Point3 { x: -0.026248798131195628, y: -0.04463339421718793, z: 0.0 } planar_hitpt_vector:Vec3 { x: 1.9737512018688044, y: 1.955366605782812, z: 0.0 } alpha: 7.8950048074752175
hit point: Point3 { x: 0.016285341750582206, y: -0.07299727122835158, z: 0.0 } planar_hitpt_vector:Vec3 { x: 2.0162853417505824, y: 1.9270027287716485, z: 0.0 } alpha: 8.06514136700233
hit point: Point3 { x: 0.016285341750582206, y: -0.07299727122835158, z: 0.0 } planar_hitpt_vector:Vec3 { x: 2.0162853417505824, y: 1.9270027287716485, z: 0.0 } alpha: 8.06514136700233
hit point: Point3 { x: 0.05185708877484547, y: -0.06869676469707767, z: 0.0 } planar_hitpt_vector:Vec3 { x: 2.0518570887748453, y: 1.9313032353029222, z: 0.0 } alpha: 8.207428355099381
hit point: Point3 { x: 0.05185708877484547, y: -0.06869676469707767, z: 0.0 } planar_hitpt_vector:Vec3 { x: 2.0518570887748453, y: 1.9313032353029222, z: 0.0 } alpha: 8.207428355099381
hit point: Point3 { x: -0.00946484953670943, y: -0.07891119210930383, z: 0.0 } planar_hitpt_vector:Vec3 { x: 1.9905351504632907, y: 1.9210888078906962, z: 0.0 } alpha: 7.962140601853163
hit point: Point3 { x: -0.00946484953670943, y: -0.07891119210930383, z: 0.0 } planar_hitpt_vector:Vec3 { x: 1.9905351504632907, y: 1.9210888078906962, z: 0.0 } alpha: 7.962140601853163
hit point: Point3 { x: -0.03254796567222797, y: 0.09245242478558886, z: 0.0 } planar_hitpt_vector:Vec3 { x: 1.967452034327772, y: 2.0924524247855887, z: 0.0 } alpha: 0.491863008581943
hit point: Point3 { x: -0.03254796567222797, y: 0.09245242478558886, z: 0.0 } planar_hitpt_vector:Vec3 { x: 1.967452034327772, y: 2.0924524247855887, z: 0.0 } alpha: 0.491863008581943
hit point: Point3 { x: -0.07156505176512021, y: 0.04112321860400972, z: 0.0 } planar_hitpt_vector:Vec3 { x: 1.9284349482348797, y: 2.04112321860401, z: 0.0 } alpha: 0.4821087370587199
hit point: Point3 { x: -0.07156505176512021, y: 0.04112321860400972, z: 0.0 } planar_hitpt_vector:Vec3 { x: 1.9284349482348797, y: 2.04112321860401, z: 0.0 } alpha: 0.4821087370587199
hit point: Point3 { x: -0.03588233790203201, y: 0.05739940745201046, z: 0.0 } planar_hitpt_vector:Vec3 { x: 1.964117662097968, y: 2.0573994074520106, z: 0.0 } alpha: 0.491029415524492
hit point: Point3 { x: -0.03588233790203201, y: 0.05739940745201046, z: 0.0 } planar_hitpt_vector:Vec3 { x: 1.964117662097968, y: 2.0573994074520106, z: 0.0 } alpha: 0.491029415524492
hit point: Point3 { x: 0.007294040079540309, y: 0.07371695131972231, z: 0.0 } planar_hitpt_vector:Vec3 { x: 2.0072940400795405, y: 2.0737169513197222, z: 0.0 } alpha: 0.5018235100198851
hit point: Point3 { x: 0.007294040079540309, y: 0.07371695131972231, z: 0.0 } planar_hitpt_vector:Vec3 { x: 2.0072940400795405, y: 2.0737169513197222, z: 0.0 } alpha: 0.5018235100198851
hit point: Point3 { x: 0.05800191700622683, y: 0.046150719596674425, z: 0.0 } planar_hitpt_vector:Vec3 { x: 2.058001917006227, y: 2.0461507195966746, z: 0.0 } alpha: 0.5145004792515567
hit point: Point3 { x: 0.05800191700622683, y: 0.046150719596674425, z: 0.0 } planar_hitpt_vector:Vec3 { x: 2.058001917006227, y: 2.0461507195966746, z: 0.0 } alpha: 0.5145004792515567
hit point: Point3 { x: -0.06073391009400595, y: 0.009584657504659156, z: 0.0 } planar_hitpt_vector:Vec3 { x: 1.9392660899059941, y: 2.009584657504659, z: 0.0 } alpha: 0.48481652247649853
hit point: Point3 { x: -0.06073391009400595, y: 0.009584657504659156, z: 0.0 } planar_hitpt_vector:Vec3 { x: 1.9392660899059941, y: 2.009584657504659, z: 0.0 } alpha: 0.48481652247649853
hit point: Point3 { x: -0.024715825890807785, y: 0.03737863800569254, z: 0.0 } planar_hitpt_vector:Vec3 { x: 1.9752841741091922, y: 2.0373786380056926, z: 0.0 } alpha: 0.49382104352729805
hit point: Point3 { x: -0.024715825890807785, y: 0.03737863800569254, z: 0.0 } planar_hitpt_vector:Vec3 { x: 1.9752841741091922, y: 2.0373786380056926, z: 0.0 } alpha: 0.49382104352729805
hit point: Point3 { x: 0.02708105145553539, y: 0.020301501313160487, z: 0.0 } planar_hitpt_vector:Vec3 { x: 2.0270810514555353, y: 2.0203015013131607, z: 0.0 } alpha: 0.5067702628638838
hit point: Point3 { x: 0.02708105145553539, y: 0.020301501313160487, z: 0.0 } planar_hitpt_vector:Vec3 { x: 2.0270810514555353, y: 2.0203015013131607, z: 0.0 } alpha: 0.5067702628638838
hit point: Point3 { x: 0.06302489970533943, y: 0.032731149433605285, z: 0.0 } planar_hitpt_vector:Vec3 { x: 2.0630248997053395, y: 2.032731149433605, z: 0.0 } alpha: 0.5157562249263349
hit point: Point3 { x: 0.06302489970533943, y: 0.032731149433605285, z: 0.0 } planar_hitpt_vector:Vec3 { x: 2.0630248997053395, y: 2.032731149433605, z: 0.0 } alpha: 0.5157562249263349
hit point: Point3 { x: -0.08267954839331644, y: -0.0033555080563330013, z: 0.0 } planar_hitpt_vector:Vec3 { x: 1.9173204516066835, y: 1.996644491943667, z: 0.0 } alpha: 0.4793301129016709
hit point: Point3 { x: -0.08267954839331644, y: -0.0033555080563330013, z: 0.0 } planar_hitpt_vector:Vec3 { x: 1.9173204516066835, y: 1.996644491943667, z: 0.0 } alpha: 0.4793301129016709
hit point: Point3 { x: -0.04323974435229409, y: -0.009373093155403646, z: 0.0 } planar_hitpt_vector:Vec3 { x: 1.956760255647706, y: 1.9906269068445963, z: 0.0 } alpha: 0.4891900639119265
hit point: Point3 { x: -0.04323974435229409, y: -0.009373093155403646, z: 0.0 } planar_hitpt_vector:Vec3 { x: 1.956760255647706, y: 1.9906269068445963, z: 0.0 } alpha: 0.4891900639119265
hit point: Point3 { x: -0.005446517259238348, y: -0.010936200738502324, z: 0.0 } planar_hitpt_vector:Vec3 { x: 1.9945534827407616, y: 1.9890637992614977, z: 0.0 } alpha: 0.4986383706851904
hit point: Point3 { x: -0.005446517259238348, y: -0.010936200738502324, z: 0.0 } planar_hitpt_vector:Vec3 { x: 1.9945534827407616, y: 1.9890637992614977, z: 0.0 } alpha: 0.4986383706851904
hit point: Point3 { x: 0.03135678077295428, y: -0.0335603633589118, z: 0.0 } planar_hitpt_vector:Vec3 { x: 2.0313567807729545, y: 1.9664396366410881, z: 0.0 } alpha: 0.5078391951932386
hit point: Point3 { x: 0.03135678077295428, y: -0.0335603633589118, z: 0.0 } planar_hitpt_vector:Vec3 { x: 2.0313567807729545, y: 1.9664396366410881, z: 0.0 } alpha: 0.5078391951932386
hit point: Point3 { x: 0.07015724903947101, y: -0.006334429008810005, z: 0.0 } planar_hitpt_vector:Vec3 { x: 2.070157249039471, y: 1.99366557099119, z: 0.0 } alpha: 0.5175393122598677
hit point: Point3 { x: 0.07015724903947101, y: -0.006334429008810005, z: 0.0 } planar_hitpt_vector:Vec3 { x: 2.070157249039471, y: 1.99366557099119, z: 0.0 } alpha: 0.5175393122598677
hit point: Point3 { x: -0.0683610785717681, y: -0.05159770981757142, z: 0.0 } planar_hitpt_vector:Vec3 { x: 1.931638921428232, y: 1.9484022901824285, z: 0.0 } alpha: 0.482909730357058
hit point: Point3 { x: -0.0683610785717681, y: -0.05159770981757142, z: 0.0 } planar_hitpt_vector:Vec3 { x: 1.931638921428232, y: 1.9484022901824285, z: 0.0 } alpha: 0.482909730357058
hit point: Point3 { x: -0.00396332301626412, y: -0.07251290559965469, z: 0.0 } planar_hitpt_vector:Vec3 { x: 1.9960366769837359, y: 1.9274870944003453, z: 0.0 } alpha: 0.49900916924593397
hit point: Point3 { x: -0.00396332301626412, y: -0.07251290559965469, z: 0.0 } planar_hitpt_vector:Vec3 { x: 1.9960366769837359, y: 1.9274870944003453, z: 0.0 } alpha: 0.49900916924593397
hit point: Point3 { x: 0.029315961670813986, y: -0.06872788381207932, z: 0.0 } planar_hitpt_vector:Vec3 { x: 2.029315961670814, y: 1.9312721161879207, z: 0.0 } alpha: 0.5073289904177035
hit point: Point3 { x: 0.029315961670813986, y: -0.06872788381207932, z: 0.0 } planar_hitpt_vector:Vec3 { x: 2.029315961670814, y: 1.9312721161879207, z: 0.0 } alpha: 0.5073289904177035
hit point: Point3 { x: 0.057563882541211524, y: -0.061860380755189764, z: 0.0 } planar_hitpt_vector:Vec3 { x: 2.0575638825412117, y: 1.9381396192448102, z: 0.0 } alpha: 0.5143909706353029
hit point: Point3 { x: 0.057563882541211524, y: -0.061860380755189764, z: 0.0 } planar_hitpt_vector:Vec3 { x: 2.0575638825412117, y: 1.9381396192448102, z: 0.0 } alpha: 0.5143909706353029
hit point: Point3 { x: 0.017635950205435156, y: -0.09191537365547918, z: 0.0 } planar_hitpt_vector:Vec3 { x: 2.017635950205435, y: 1.9080846263445208, z: 0.0 } alpha: 0.5044089875513588
hit point: Point3 { x: 0.017635950205435156, y: -0.09191537365547918, z: 0.0 } planar_hitpt_vector:Vec3 { x: 2.017635950205435, y: 1.9080846263445208, z: 0.0 } alpha: 0.5044089875513588
